LAMMPS data file via write_data, version 2 Aug 2023, timestep = 300000, units = lj

1149 atoms
2 atom types

-20 20 xlo xhi
-20 20 ylo yhi
-20 20 zlo zhi

Masses

1 1
2 1

Pair Coeffs # lj/cut

1 1 1
2 0.5 3

Atoms # atomic

630 2 -11.135911272961913 -18.138060599691052 -18.147376596667183 0 1 1
1122 1 11.561336540984287 -15.321085699869753 -17.00377176729225 0 0 1
284 1 11.167849320741295 -16.91573911491082 -18.867937200695923 0 0 0
658 1 -13.914045979095272 -11.551061868541694 19.062905107283445 2 0 0
107 1 4.442212956109999 -14.740557205700336 -19.867176845146304 0 1 0
141 1 5.269614954447439 -12.767905341856661 -19.965212379871474 -1 1 0
519 1 2.0880110957919675 -11.76583152719556 19.03426765152969 0 1 0
415 1 -14.857638796435975 -7.4484218119246055 -19.580916629719226 0 0 0
588 2 -2.0450996323451305 -9.119595234309994 19.782831626128427 0 1 0
596 1 1.2218874025588524 -4.091088498614635 19.00970754343064 0 0 -1
1028 1 -1.325865644267792 -3.5487363695109755 -19.936205113610242 0 0 0
136 1 3.747890187358535 -4.064590510321732 -17.236623121153976 0 0 0
189 1 9.867789233985706 -4.072171401612479 -19.038017416141308 1 1 1
41 1 13.078191981642268 -5.384733892946904 19.359754510202585 0 0 -1
550 1 8.99470390089449 -3.3919228182785908 -19.95637942659877 -1 1 1
690 1 9.329308017689257 -3.1134758173554844 -18.7847987576191 -1 0 0
899 2 -7.886517848957397 -1.0841363081625193 -18.712480752205668 0 0 0
559 1 12.593106842748748 -1.7980396254075817 -19.634829611723138 0 0 0
1073 1 -19.1420477155965 0.582728887873329 19.88922774562985 1 0 0
57 1 15.477053671261864 -1.1032969776109596 -19.389769230037736 -1 0 -1
936 1 15.641982902207108 1.5080178536345983 -18.185984196596536 0 0 1
490 1 -11.758630466704982 4.534855026153029 -19.995644903625585 0 1 0
830 1 15.866846024064605 2.686206653109653 -18.426170588802602 0 0 1
4 1 7.581052637957005 6.042399327807185 -19.898912783069154 -1 0 0
1056 1 -17.18561357230931 9.311337852281868 19.465833355127394 1 0 0
16 1 -8.198372556334814 7.077056122141034 19.200097878769764 0 -1 0
1010 1 -6.675059116255411 9.6785438308599 -19.283516663096247 0 0 1
87 1 6.982903988928566 7.847952571705507 -18.114057838760363 0 0 0
798 1 12.66584713128575 9.91235524242662 -17.40516286848755 -1 -1 1
947 2 -0.03221712750236983 13.807541015946397 18.698319969606786 0 0 0
326 1 14.353820060478352 12.45666913273038 -17.715931136082247 0 -1 0
671 1 -10.626109253508403 15.1795700707201 -17.42949180348637 0 0 1
669 1 9.72878810104983 15.94281191215843 -18.50736381647949 1 -1 1
574 1 10.336520398614296 17.230986743101163 -18.09827809674453 0 -1 0
350 1 3.5442243130927675 -18.81943427415334 -19.069352635127817 0 0 0
792 1 16.971778274520506 -17.68835725587012 -16.799671572918633 0 1 1
120 1 -15.459228144360369 -18.487860123645167 -18.015901104437997 1 0 0
1145 1 -5.838247979511418 -16.860941035445084 -18.367623993344104 0 1 1
713 1 -19.241711701784187 -16.282886833452558 -18.452951625883546 0 0 1
457 1 13.092192794294029 -17.180761095045195 -19.608066037240405 0 0 1
237 1 -11.954544831995868 -16.008825046937382 -17.84973163833636 0 1 1
1103 2 0.8530239269356737 -18.078532989281385 -18.06096213999647 0 1 1
508 1 4.641470511828998 -14.361152233636595 -18.615422399587423 1 0 0
993 2 -2.6214296004270605 -13.457068917539358 -19.54754864971551 0 1 1
590 1 -10.5582296035549 -12.405291911220669 -19.124596890843325 0 0 1
1090 1 -7.94319553730304 -13.04182041209153 -17.54373144736194 1 -1 1
812 1 -1.462154114134192 -10.599567884625037 -16.90600831046852 0 0 1
46 1 -0.6570551667388339 -10.659174708269264 -17.663685087888048 -1 0 0
119 1 1.3836971107544989 -11.954520184104146 -15.5064461050506 0 0 0
868 1 -17.97324559992364 -8.662807672572043 -16.56684031725283 0 1 1
1003 1 -5.966527789395264 -10.740794361482592 -16.527303990624777 0 0 1
402 1 -7.18920487880147 -8.282395821518385 -17.5006838451788 0 0 1
60 1 11.898563867133102 -7.231657235267151 -16.711748894117626 0 0 0
145 1 16.79517905167637 -6.168248040296629 -16.532379685451854 -1 0 0
991 2 -15.541447804798146 -5.506142314654589 -17.302185329865775 0 0 1
814 2 -9.67627943883145 -3.9408404359298568 -17.869850021781282 0 0 1
45 1 -19.715410752048076 -3.7023744904881775 -16.31775342837108 0 0 0
968 1 -18.12973296216896 -3.5523610148758005 -17.302324162676523 0 1 1
273 1 9.29285417586902 -1.8446618631064053 -17.07968137611256 0 0 0
1055 1 -18.640491646566495 -2.0273776515969137 -16.654095041463822 0 0 1
276 1 9.66049785213577 -0.9015568534288548 -17.55494402911492 0 0 1
13 1 -0.4595763026500452 0.07111818995365413 -16.46362627294791 0 0 1
1130 1 -19.113666886115986 5.577966081179121 -18.462634622335763 0 0 1
99 1 -14.42516861042074 3.2178127475461324 -16.866075385865148 0 0 0
901 2 -0.6902206035244307 5.559665233241677 -19.86992943370913 0 0 0
274 1 9.134657276588264 7.962184744249752 -17.38249732383853 -1 0 0
126 1 13.738551302759168 10.790238475688477 -17.6841446841733 0 0 0
346 1 19.4622234559164 11.821241414093448 -16.08614484175103 -1 0 0
434 1 0.9288545646257677 12.243436809352113 -19.080854810815126 -1 0 0
94 1 -13.61005263526097 12.633703093203422 -17.47313264412665 0 0 -1
362 1 11.730457092947677 17.937044422627483 -18.34132151548244 0 -1 0
639 1 16.526445351343288 17.425884865410605 -18.206974842280502 -1 -1 0
1077 1 -12.191110102412763 15.956534570995656 -18.56820728215527 1 0 1
929 1 -0.8452338855255034 18.327096039830934 -17.842700672101092 -1 0 1
459 1 17.039206608021836 17.708916561585593 -16.583175548819288 0 -1 1
910 1 -7.110405744410154 -17.87840918829113 -16.676636221217205 0 1 1
239 1 7.721751201827618 -17.469364918920085 -15.988664223042244 0 1 0
706 1 5.443292041079992 -16.444663586128556 -18.550761143646525 0 0 0
985 2 -8.675795270739762 -11.976361224100897 -16.27480919388851 0 0 1
337 1 1.654311406309944 -7.415294869688708 -17.72847993073932 0 0 0
783 1 19.831743825172293 -8.826072671869914 -15.65371878617098 -1 0 1
1124 1 9.900626486082746 -9.82354184321323 -15.804357783995224 0 0 1
103 1 16.307564763089363 -10.04255113509367 -13.625326924011201 -1 1 0
10 1 -11.352497510398472 -7.31029246157044 -17.93595079932923 1 1 0
462 2 16.311000065442478 -8.196407701967058 -16.199356946025404 -1 0 0
1031 2 -18.67142658697696 -6.360276806875694 -18.186782891362075 1 0 0
785 1 -13.096539932980114 -4.53290894989401 -16.116829512583877 1 0 1
894 1 11.998707367042956 -6.1160594026857655 -15.978177822982664 -1 0 1
882 1 5.684321137843887 -5.620201899527147 -16.900996790053327 0 0 1
8 1 16.896505210961934 -4.58524383759362 -16.054586674161218 -1 0 0
1118 1 -4.178029999622118 -3.364839234182297 -16.414697463185668 1 0 0
716 2 14.511272420053697 -4.9777863579400785 -17.421573387937993 0 0 1
850 1 13.437322121498493 0.558223228785946 -17.071129015403415 -1 0 1
432 2 15.327990509168192 -0.5851309001707153 -16.413176333311185 0 0 0
613 1 9.7159300343002 2.448931785452354 -14.454876933782453 0 0 0
567 1 16.405924370275272 1.6606655709633527 -16.932340014625325 0 0 1
52 1 -1.1329085385183248 1.6385355683055605 -16.17529258075949 0 -1 0
696 1 4.530559007540134 5.27643431497303 -15.316131118221637 1 1 1
978 1 -10.34239411202267 4.498896388068094 -14.528269620174934 0 0 1
737 1 -11.697112581245884 5.683583359812806 -15.755253651188594 0 0 0
